datetime,open,high,low,close
2023-04-03 16:00:00,1953.89001,1957.23999,1950.98999,1954.82996
2023-04-03 15:00:00,1952.39001,1954.15002,1951.55005,1953.84998
2023-04-03 14:00:00,1951.83997,1952.79004,1950.59998,1952.62
2023-04-03 13:00:00,1952.63,1953.85999,1949.81006,1951.90002
2023-04-03 12:00:00,1960.38,1960.42004,1952.57996,1952.62
2023-04-03 11:00:00,1962.57996,1964.63,1958.55005,1960.39001
2023-04-03 10:00:00,1957.19995,1964.20996,1956.90002,1962.45996
2023-04-03 09:00:00,1962.45996,1962.70996,1957.13,1957.16003
2023-04-03 08:00:00,1968.19995,1970.57996,1960.28003,1962.63
2023-04-01 06:00:00,1971.48999,1971.48999,1968.39001,1970.98999
2023-04-01 05:00:00,1967.43994,1972.17004,1967.33997,1971.26001
2023-04-01 04:00:00,1977.23999,1977.35999,1966.91003,1967.46997
2023-04-01 03:00:00,1979.68005,1979.79004,1975.38,1977.26001
2023-04-01 02:00:00,1978.07996,1981.12,1974.93005,1979.67004
2023-04-01 01:00:00,1980.58997,1981.12,1975.38,1978.01001
2023-04-01 00:00:00,1979.69995,1984.13,1975.06995,1979.76001
2023-03-31 23:00:00,1980.30005,1987.65002,1976.31006,1979.73999
2023-03-31 22:00:00,1979.62,1982.01001,1979.40002,1980.30005
2023-03-31 21:00:00,1978.48999,1981.06995,1977.05005,1979.43994
2023-03-31 20:00:00,1975.83997,1980.48999,1975.68994,1978.58997
2023-03-31 19:00:00,1975.40002,1978.70996,1973.29004,1975.26001
2023-03-31 18:00:00,1984.23999,1984.23999,1974.89001,1975.39001
2023-03-31 17:00:00,1979.55005,1985.12,1979.46997,1984.26001
2023-03-31 16:00:00,1980.87,1980.94995,1978.15002,1979.12
2023-03-31 15:00:00,1981.23999,1982.10999,1980.31995,1980.87
2023-03-31 14:00:00,1981.70996,1981.98999,1980.81006,1981.19995
2023-03-31 13:00:00,1982.32996,1983.31995,1980.85999,1981.79004
2023-03-31 12:00:00,1979.76001,1983.73999,1979.16003,1982.43994
2023-03-31 11:00:00,1978.38,1979.81995,1977.73999,1979.73999
2023-03-31 10:00:00,1979.15002,1980.23999,1978.12,1978.48999
2023-03-31 09:00:00,1980.56995,1980.63,1979.12,1979.14001
2023-03-31 07:00:00,1981.38,1981.98999,1980.03003,1980.32996
2023-03-31 06:00:00,1981.44995,1983.12,1980.63,1981.66003
2023-03-31 05:00:00,1979.88,1981.94995,1979.57996,1981.55005
2023-03-31 04:00:00,1983.44995,1983.54004,1978.20996,1979.95996
2023-03-31 03:00:00,1974.94995,1984.37,1974.84998,1983.19995
2023-03-31 02:00:00,1972.18005,1975.23999,1971.18005,1974.81995
2023-03-31 01:00:00,1966.76001,1972.38,1964.06006,1972.20996
2023-03-31 00:00:00,1970.42004,1971.16003,1965.31006,1966.70996
2023-03-30 23:00:00,1968.83997,1975.26001,1967.87,1970.38
2023-03-30 22:00:00,1968.89001,1971.21997,1968.32996,1968.73999
2023-03-30 21:00:00,1967.45996,1971.04004,1967.01001,1968.92004
2023-03-30 20:00:00,1967.96997,1968.62,1967.01001,1967.48999
2023-03-30 19:00:00,1966.51001,1968.60999,1964.93994,1967.95996
2023-03-30 18:00:00,1968.88,1971.48999,1966.14001,1966.71997
2023-03-30 17:00:00,1964.43994,1969.53003,1963.83997,1968.81006
2023-03-30 16:00:00,1961.06006,1965.43005,1960.38,1964.59998
2023-03-30 15:00:00,1959.67004,1961.42004,1958.98999,1960.90002
2023-03-30 14:00:00,1958.48999,1960.93994,1957.76001,1959.62
2023-03-30 13:00:00,1959.12,1960.37,1958.07996,1958.56995
2023-03-30 12:00:00,1961.53003,1961.85999,1955.43994,1959.15002
2023-03-30 11:00:00,1963.38,1963.59998,1960.91003,1961.55005
2023-03-30 10:00:00,1964.46997,1964.51001,1962.98999,1963.31995
2023-03-30 09:00:00,1963.55005,1965.05005,1963.21997,1964.46997
2023-03-30 07:00:00,1963.62,1964.73999,1962.80005,1964.56995
2023-03-30 06:00:00,1966.88,1966.88,1961.23999,1963.40002
2023-03-30 05:00:00,1969.07996,1969.16003,1966.71997,1966.98999
2023-03-30 04:00:00,1965.08997,1969.18994,1963.60999,1969.08997
2023-03-30 03:00:00,1961.98999,1965.66003,1961.76001,1965.09998
2023-03-30 02:00:00,1969.20996,1969.42004,1960.87,1961.93994
2023-03-30 01:00:00,1965.26001,1971.78003,1963.33997,1969.17004
2023-03-30 00:00:00,1965.03003,1968.18005,1961.12,1965.76001
2023-03-29 23:00:00,1966.76001,1968.68994,1962.57996,1964.88
2023-03-29 22:00:00,1967.88,1968.56006,1963.37,1966.76001
2023-03-29 21:00:00,1967.39001,1969.23999,1965.89001,1967.88
2023-03-29 20:00:00,1964.38,1968.10999,1964.38,1967.38
2023-03-29 19:00:00,1961.78003,1964.58997,1960.88,1964.41003
2023-03-29 18:00:00,1961.81006,1964.69995,1958.79004,1961.76001
2023-03-29 17:00:00,1962.83997,1963.63,1960.30005,1962.05005
2023-03-29 16:00:00,1966.42004,1967.71997,1963.10999,1963.12
2023-03-29 15:00:00,1966.65002,1968.98999,1965.95996,1966.32996
2023-03-29 14:00:00,1968.45996,1969.21997,1965.90002,1966.53003
2023-03-29 13:00:00,1969.01001,1970.32996,1967.51001,1968.43994
2023-03-29 12:00:00,1970.73999,1971.88,1966.98999,1969.18005
2023-03-29 11:00:00,1972.19995,1972.91003,1970.06995,1970.51001
2023-03-29 10:00:00,1973.06006,1973.76001,1971.54004,1971.96997
2023-03-29 09:00:00,1973.72998,1974.42004,1972.59998,1973.28003
2023-03-29 07:00:00,1973.68005,1974.16003,1971.73999,1973.69995
2023-03-29 06:00:00,1973.31006,1975.26001,1972.63,1973.43994
2023-03-29 05:00:00,1974.62,1975.16003,1971.17004,1973.29004
2023-03-29 04:00:00,1968.95996,1975.12,1968.95996,1974.69995
2023-03-29 03:00:00,1966.78003,1969.38,1965.79004,1969.12
2023-03-29 02:00:00,1969.34998,1969.93005,1966.12,1966.73999
2023-03-29 01:00:00,1963.37,1970.03003,1959.03003,1969.10999
2023-03-29 00:00:00,1965.38,1965.94995,1960.84998,1963.38
2023-03-28 23:00:00,1957.14001,1967.26001,1957.09998,1965.23999
2023-03-28 22:00:00,1956.81006,1958.62,1955.79004,1957.10999
2023-03-28 21:00:00,1953.78003,1957.32996,1953.57996,1956.81995
2023-03-28 20:00:00,1950.35999,1953.90002,1949.29004,1953.83997
2023-03-28 19:00:00,1954.15002,1955.93994,1949.88,1950.38
2023-03-28 18:00:00,1955.04004,1956.89001,1951.94995,1954.09998
2023-03-28 17:00:00,1959.62,1959.62,1953.20996,1955.04004
2023-03-28 16:00:00,1957.81995,1960.95996,1956.88,1959.56995
2023-03-28 15:00:00,1959.73999,1960.14001,1957.51001,1957.88
2023-03-28 14:00:00,1960.31995,1961.20996,1959.01001,1959.79004
2023-03-28 13:00:00,1962.65002,1962.73999,1959.38,1960.31995
2023-03-28 12:00:00,1959.14001,1964.12,1959.12,1962.68994
2023-03-28 11:00:00,1958.43994,1960.73999,1957.81006,1959.41003
2023-03-28 10:00:00,1957.51001,1958.33997,1957.20996,1958.18994
2023-03-28 09:00:00,1956.73999,1958.14001,1956.53003,1957.20996
2023-03-28 07:00:00,1956.96997,1957.65002,1955.81006,1956.48999
2023-03-28 06:00:00,1956.06995,1958.23999,1955.62,1957.09998
2023-03-28 05:00:00,1952.78003,1956.80005,1952.73999,1956.09998
2023-03-28 04:00:00,1955.88,1956.30005,1950.80005,1952.80005
2023-03-28 03:00:00,1956.93005,1959.51001,1954.71997,1955.96997
2023-03-28 02:00:00,1954.08997,1958.68994,1953.28003,1956.93994
2023-03-28 01:00:00,1949.59998,1956.69995,1946.01001,1954.29004
2023-03-28 00:00:00,1946.18994,1950.94995,1944.18005,1949.08997
2023-03-27 23:00:00,1953.93005,1958.20996,1944.48999,1945.81995
2023-03-27 22:00:00,1949.88,1955.05005,1949.37,1954.26001
2023-03-27 21:00:00,1955.80005,1957.37,1948.31995,1949.83997
2023-03-27 20:00:00,1968.44995,1968.76001,1956.07996,1956.12
2023-03-27 19:00:00,1970.69995,1972.26001,1967.39001,1968.40002
2023-03-27 18:00:00,1969.73999,1972.62,1966.03003,1970.95996
2023-03-27 17:00:00,1969.95996,1971.84998,1966.70996,1969.79004
2023-03-27 16:00:00,1973.78003,1974.04004,1969.41003,1970.18005
2023-03-27 15:00:00,1974.73999,1975.60999,1973.39001,1973.76001
2023-03-27 14:00:00,1976.88,1977.05005,1974.55005,1974.69995
2023-03-27 13:00:00,1974.43994,1977.14001,1973.64001,1976.94995
2023-03-27 12:00:00,1973.69995,1978.78003,1972.21997,1974.48999
2023-03-27 11:00:00,1975.68994,1976.21997,1972.68005,1973.90002
2023-03-27 10:00:00,1973.98999,1976.85999,1973.17004,1975.83997
2023-03-27 09:00:00,1978.39001,1979.41003,1969.42004,1973.96997
2023-03-25 06:00:00,1978.21997,1979.68994,1975.91003,1976.06006
2023-03-25 05:00:00,1979.83997,1979.95996,1975.33997,1978.48999
2023-03-25 04:00:00,1986.88,1987.31006,1975.70996,1979.83997
2023-03-25 03:00:00,1986.88,1990.62,1983.95996,1986.92004
2023-03-25 02:00:00,1994.53003,1995.80005,1987.20996,1987.31006
2023-03-25 01:00:00,1989.09998,1998.38,1986.07996,1994.45996
2023-03-25 00:00:00,1999.14001,2001.87,1988.70996,1989.68994
2023-03-24 23:00:00,1995.84998,2002.96997,1993.31995,1999.13
2023-03-24 22:00:00,1993.89001,1996.12,1990.84998,1995.88
2023-03-24 21:00:00,1994.45996,2000.37,1992.65002,1993.84998
2023-03-24 20:00:00,1985.60999,1994.93005,1985.60999,1994.43994
2023-03-24 19:00:00,1989.31995,1992.94995,1981.32996,1985.56995
2023-03-24 18:00:00,1986.51001,1990.18994,1986.16003,1989.51001
2023-03-24 17:00:00,1990.44995,1991.06006,1985.37,1986.09998
2023-03-24 16:00:00,1993.31006,1993.34998,1989.48999,1990.60999
2023-03-24 15:00:00,1992.84998,1993.29004,1991.19995,1993.20996
2023-03-24 14:00:00,1991.76001,1993.54004,1989.83997,1992.88
2023-03-24 13:00:00,1990.83997,1993.43994,1990.55005,1991.70996
2023-03-24 12:00:00,1993.57996,1995.01001,1990.37,1990.81995
2023-03-24 11:00:00,1991.37,1994.62,1989.89001,1993.82996
2023-03-24 10:00:00,1992.01001,1993.23999,1990.68005,1991.38
2023-03-24 09:00:00,1993.93005,1994.10999,1990.16003,1992.06995
2023-03-24 07:00:00,1997.90002,1998.89001,1992.66003,1993.95996
2023-03-24 06:00:00,1993.62,1999.19995,1988.19995,1997.96997
2023-03-24 05:00:00,1999.65002,2003.35999,1992.79004,1993.51001
2023-03-24 04:00:00,1994.19995,1999.69995,1990.87,1999.59998
2023-03-24 03:00:00,1984.19995,1995.28003,1982.81995,1994.28003
2023-03-24 02:00:00,1979.03003,1987.09998,1977.76001,1984.13
2023-03-24 01:00:00,1984.26001,1984.41003,1979.07996,1979.13
2023-03-24 00:00:00,1971.84998,1985.07996,1971.53003,1984.29004
2023-03-23 23:00:00,1978.55005,1980.35999,1966.73999,1971.98999
2023-03-23 22:00:00,1977.78003,1978.67004,1975.66003,1978.45996
2023-03-23 21:00:00,1978.35999,1980.66003,1976.37,1977.76001
2023-03-23 20:00:00,1976.67004,1978.88,1975.03003,1978.18005
2023-03-23 19:00:00,1977.56006,1978.83997,1974.29004,1976.59998
2023-03-23 18:00:00,1978.12,1983.67004,1975.01001,1976.88
2023-03-23 17:00:00,1977.19995,1983.46997,1976.70996,1978.21997
2023-03-23 16:00:00,1977.80005,1980.89001,1976.18994,1977.33997
2023-03-23 15:00:00,1976.90002,1978.20996,1975.01001,1977.82996
2023-03-23 14:00:00,1975.37,1977.76001,1973.42004,1976.92004
2023-03-23 13:00:00,1969.07996,1976.21997,1968.94995,1975.37
2023-03-23 12:00:00,1972.26001,1973.09998,1966.44995,1969.18005
2023-03-23 11:00:00,1969.73999,1973.66003,1969.70996,1972.93005
2023-03-23 10:00:00,1965.59998,1970.26001,1965.59998,1969.78003
2023-03-23 09:00:00,1969.88,1969.88,1965.01001,1965.63
2023-03-23 07:00:00,1972.73999,1975.05005,1966.90002,1969.66003
2023-03-23 06:00:00,1970.91003,1975.38,1954.32996,1972.68005
2023-03-23 05:00:00,1946.93005,1978.81006,1946.93005,1970.81995
2023-03-23 04:00:00,1949.03003,1950.83997,1945.16003,1946.51001
2023-03-23 03:00:00,1947.35999,1949.83997,1945.76001,1949.09998
2023-03-23 02:00:00,1950.51001,1952.01001,1946.70996,1947.37
2023-03-23 01:00:00,1943.20996,1951.68005,1942.62,1950.84998
2023-03-23 00:00:00,1937.56995,1944.32996,1937.55005,1942.92004
2023-03-22 23:00:00,1942.42004,1943.56006,1937.16003,1937.57996
2023-03-22 22:00:00,1942.68005,1943.53003,1939.83997,1942.54004
2023-03-22 21:00:00,1944.06995,1945.41003,1940.30005,1942.71997
2023-03-22 20:00:00,1941.95996,1945.69995,1941.94995,1944.18005
2023-03-22 19:00:00,1940.23999,1945.38,1940.04004,1941.70996
2023-03-22 18:00:00,1942.54004,1942.94995,1934.35999,1939.93994
2023-03-22 17:00:00,1939.89001,1943.65002,1939.14001,1942.55005
2023-03-22 16:00:00,1939.41003,1941.21997,1938.13,1939.81006
2023-03-22 15:00:00,1939.66003,1940.14001,1938.01001,1939.40002
2023-03-22 14:00:00,1939.53003,1941.98999,1938.23999,1939.73999
2023-03-22 13:00:00,1943.79004,1943.83997,1939.07996,1939.53003
2023-03-22 12:00:00,1943.44995,1946.23999,1942.96997,1944.01001
2023-03-22 11:00:00,1943.23999,1944.81995,1942.45996,1943.57996
2023-03-22 10:00:00,1941.38,1944.04004,1941.21997,1943.23999
2023-03-22 09:00:00,1939.96997,1942.53003,1939.48999,1941.23999
2023-03-22 07:00:00,1940.35999,1940.84998,1939.39001,1940.64001
2023-03-22 06:00:00,1936.78003,1940.73999,1936.10999,1940.23999
2023-03-22 05:00:00,1941.59998,1942.20996,1935.51001,1936.68994
2023-03-22 04:00:00,1944.38,1944.84998,1936.70996,1941.59998
2023-03-22 03:00:00,1948.23999,1949.06006,1940.28003,1944.34998
2023-03-22 02:00:00,1952.85999,1953.28003,1943.26001,1948.18994
2023-03-22 01:00:00,1952.48999,1954.95996,1945.39001,1953.44995
2023-03-22 00:00:00,1963.79004,1965.87,1952.18994,1952.68005
2023-03-21 23:00:00,1966.48999,1967.15002,1960.56006,1963.67004
2023-03-21 22:00:00,1968.65002,1969.43994,1965.94995,1966.42004
